company,repository,link,hash,subject,message,changed_file,commit_labels,file_labels
oregon state university,cookbook-openstack-dashboard,http://github.com/openstack/cookbook-openstack-dashboard/commit/2685178b69416d49500862a4aeff9bf1b8d8f46c,2685178b69416d49500862a4aeff9bf1b8d8f46c,Make certs databag optional,This provides an attribute which allows users to optionally disable using theinternal certs databag for SSL certificates. The use case is for people who areusing other external methods (such as the certificates cookbook) to managecertificates.Change-Id: Ib7c578135db74675bd4c5a0da13f053f6474e0f1," 3 files changed, 23 insertions(+), 10 deletions(-)",,deploy-3
pnnl,kolla-kubernetes,http://github.com/openstack/kolla-kubernetes/commit/30109cc5333dae7e1c0661a529589bfb9db47ad3,30109cc5333dae7e1c0661a529589bfb9db47ad3,More deployments merged,This PS merges most of the remaining deployment template into thecommon-deployment.Change-Id: I1f149d5b0e82ef6b1091c8db4e67c6279d4d4af0," 8 files changed, 139 insertions(+), 716 deletions(-)",,code-1;deploy-7
suse,workload-ref-archs,http://github.com/openstack/workload-ref-archs/commit/763ef7594873041e3327352e19e0a2bc57581944,763ef7594873041e3327352e19e0a2bc57581944,Remove unused files,"This repo contains documents, no python tests. Remove some unused files.Change-Id: Id7afe701d2c8100c20b5c3b6dc5eb50c4f382d88"," 3 files changed, 15 deletions(-)",deprecate,test-1;build-1;deploy-1
akanda,astara-neutron,http://github.com/openstack/astara-neutron/commit/11e95806cc0e91f7e1b75f1a3f4e40365b88d7f6,11e95806cc0e91f7e1b75f1a3f4e40365b88d7f6,Update for Neutron stable/juno and stable/kilo,This updates the wrapper to use the stock versions of Neutron.Change-Id: I70ffa5366c69f7470f185b62cf77db88df7d7508," 3 files changed, 35 insertions(+), 5 deletions(-)",,code-3
easystack,glance,https://github.com/openstack/glance/commit/e2911439c1a82ca85b999d15a99c9a085544d86d,e2911439c1a82ca85b999d15a99c9a085544d86d,Removing deprecated variable aliases from oslo_messaging,This variable is deprecated.So we should drop it.Change-Id: I2bd4a8e0d3d9dde1f5afb0927c5abb14f33c6d34," 2 files changed, 2 insertions(+), 9 deletions(-)",deprecate,test-1;code-1
akanda,astara-neutron,http://github.com/openstack/astara-neutron/commit/467e6379752b7390c9f71dc15439997025573d63,467e6379752b7390c9f71dc15439997025573d63,Update import: neutron.i18n -> neutron._i18n,This was coming for a while and finally got dropped in Neutronas of f35c4f72e8991045c88212129f4e62a64f657b0d.Change-Id: I8e1f51da171ed0cb27c3f5059c7fc0b61a281f17," 1 file changed, 1 insertion(+), 1 deletion(-)",,code-1
red hat,tempest,http://github.com/openstack/tempest/commit/ca4c7e7e3c8b6cf1bb09ed9fd1483f50a0639971,ca4c7e7e3c8b6cf1bb09ed9fd1483f50a0639971,Remove extra return value from scenario call to show_router,This was missed in the client-returns-one-value work. It was not noticedbecause the bad code is inside a conditional on CONF.network.public_network_which is not set by gate jobs.Change-Id: I39acd1054bdf7154bd889b6a9e2902312c74596f," 1 file changed, 1 insertion(+), 1 deletion(-)",deprecate,code-1
red hat,heat,http://github.com/openstack/heat/commit/bd62c511629fd16a7b3b5b8428c3830916ba7719,bd62c511629fd16a7b3b5b8428c3830916ba7719,Call cfn-create-aws-symlinks in rackspace servers.,"This will also be required for arch, gentoo and opensusewhen the pip install prefix is known.Change-Id: If789c603c3677c88d30e018cf6ca71925bad9511"," 1 file changed, 3 insertions(+), 1 deletion(-)",fix,code-1
charter,puppet-monasca,http://github.com/openstack/puppet-monasca/commit/1c53d1f87234687847dd14b5b279c8f499f52df3,1c53d1f87234687847dd14b5b279c8f499f52df3,Update notification conf file for periodic notifications,"This will default to the current (60 second) notifications,but can be overridden with additional settings.  This isnecessary to install the latest monasca-notification withchanges for heat autoscaling.Change-Id: I0b403fcc32f905f0404aeddf4264cd5db732b1f3"," 2 files changed, 35 insertions(+), 13 deletions(-)",,unknown-1;deploy-1
99cloud,murano,http://github.com/openstack/murano/commit/317e9bfe5e50b26189f0e098658dc41d689204bd,317e9bfe5e50b26189f0e098658dc41d689204bd,Use upper-constraints in tox test environments,"This will force pip install to use the upper-constraints.txt specifiedversion of pip modules. When you don't do this, you are out on thebleeding edge and become unstable everytime some python library in thewide world changes in a way that you don't expect.The releasenotes job has no constraints file, so override the installcommand there.Change-Id: Ib08baa8f57a281c75247ba3d9b9ab0211fe5d4fdPartial-bug: #1598906"," 1 file changed, 13 insertions(+), 1 deletion(-)",fix,build-1
limestone networks,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/45b96428e773271d9a14a7cd307d7c99c0d84dbe,45b96428e773271d9a14a7cd307d7c99c0d84dbe,Limit LXC hosts playbook to container hosts only,This will limit the lxc-hosts-setup playbook to run against onlythe hosts which will receive LXC containers. This prevents LXCpackage installation and cache preparation on hosts such ascompute_hosts which will not build any containers.Change-Id: I002158d6539603ddb86d4b7ea1e4a16bb4ced81f," 2 files changed, 19 insertions(+), 1 deletion(-)",,doc-1;deploy-1
b1 systems gmbh,openstack-doc-tools,http://github.com/openstack/openstack-doc-tools/commit/92a4fb6527b2648ce0dd3043a7e791f5ca93a3db,92a4fb6527b2648ce0dd3043a7e791f5ca93a3db,Move SitemapItem class into generator.spiders.sitemap_file,This will solve the following issue:ImportError: No module named sitemap.generatorChange-Id: I449f0fb0c87613c36447cca94f4f5857f3d31afa," 2 files changed, 10 insertions(+), 23 deletions(-)",fix,code-2
hp,ironic-lib,http://github.com/openstack/ironic-lib/commit/7e926fd3fbb15b2e247e5bbc8c490d4c85857fbc,7e926fd3fbb15b2e247e5bbc8c490d4c85857fbc,Support configdrive in iscsi deploy for whole disk images,This will work for UEFI only or BIOS only images. It will notwork for hybrid images  which are capable of boot from BIOSand UEFI boot mode.Partial-Bug: #1493328Change-Id: I4c517f63d620b5a9de31ecb2d7c209776d5ded48," 1 file changed, 2 insertions(+), 2 deletions(-)",fix,test-1;code-1;deploy-1
red hat,tempest,http://github.com/openstack/tempest/commit/eb829d46c0f40fcc3f5281dc5344e83f48001ae7,eb829d46c0f40fcc3f5281dc5344e83f48001ae7,Remove redundant setup_client method,"Those clients are already initialized in BaseV2ComputeTest classBaseV2ComputeAdminTest class.In addition, it is more clear to use the original client name.The client name 'client' is too much general compare to 'flavors_client'and 'admin_flavors_client'.Change-Id: Ifbd687a7c1c99ff4652c7596d85eda404a3120ae"," 6 files changed, 148 insertions(+), 156 deletions(-)",deprecate,test-6
red hat,gnocchi,http://github.com/openstack/gnocchi/commit/4bdb88bfaf656046e7b70115d38c048fe9a2cb60,4bdb88bfaf656046e7b70115d38c048fe9a2cb60,rest: remove user_id and project_id from metric schema,Those fields are never used nor set anywhere. We probably forgot todelete them at some point.Change-Id: Iea46102de6a8342538712da8bcaba974fd15897a," 1 file changed, 2 insertions(+), 2 deletions(-)",deprecate,code-1
huawei,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/4b4a101774ebd36ab8da5601eb769d0d4eea7327,4b4a101774ebd36ab8da5601eb769d0d4eea7327,Replace the_service_id_above with shell script,"To create an endpoint, user should copy the command to text editor,then copy the service id and replace the literal namedthe_service_id_above with the real id, then copy the whole command toshell and execute it.It is not so convenient, so I add a short shell script to reduce thislabor work.Change-Id: I4992b76e574536224896562b3599e514881c9f76Closes-Bug: #1271637"," 8 files changed, 27 insertions(+), 55 deletions(-)",fix;refactor,doc-8
mirantis,fuel-devops,http://github.com/openstack/fuel-devops/commit/9b71a6476f179d2fa836fa92dd4b4a29c2407132,9b71a6476f179d2fa836fa92dd4b4a29c2407132,"Enable support for CPU pinning - enable ACPI for nodes with environment variable DRIVER_ENABLE_ACPI - use environment variable NUMA_NODES to calculate number of CPUs per   numa cell:   cpus =  *_NODE_CPU / NUMA_CELLS   , and amount of memory for each numa cell:   memory = *_NODE_MEMORY / NUMA_CELLS - added unit test for node with numa - added unit test for generated template","To enable NUMA for fuel-qa system tests, the following environmentvariables should be set:export DRIVER_ENABLE_ACPI=trueexport NUMA_NODES=2  # or any other suitable number greater than 0export IFACE_0=ens3export IFACE_1=ens4export IFACE_2=ens5export IFACE_3=ens6export IFACE_4=ens7export IFACE_5=ens8Change-Id: I1a74d07bcde300407e64e1a684b647aab14cadceblueprint: fuel-devops-numa-support"," 8 files changed, 683 insertions(+), 3 deletions(-)",feature,test-2;code-6
mirantis,puppet-glance,http://github.com/openstack/puppet-glance/commit/611045f2137f7ba14e639a73ee2f70870de31876,611045f2137f7ba14e639a73ee2f70870de31876,Add endpoint type parameter,"To point glance swift endpoint type, one optional parameterwas added.Change-Id: I25ce5d9d119804f1aca5b5567be46750050ebacdCloses-Bug: #1458811"," 2 files changed, 11 insertions(+), 2 deletions(-)",fix,deploy-2
fujitsu,glance,https://github.com/openstack/glance/commit/ce6cb2d3d52a3012e163f0b3de6ade370244c957,ce6cb2d3d52a3012e163f0b3de6ade370244c957,[api-ref] configure LogABug feature,"To report a bug into the glance project, not default openstack-manuals.Change-Id: Icb757e40e32f3a3e8b17a1eaf8494894114ae173"," 8 files changed, 79 insertions(+), 2 deletions(-)",fix,doc-1
nexenta,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/8a7dd0facd7c60034d080655f1dcfb983ec35e11,8a7dd0facd7c60034d080655f1dcfb983ec35e11,NexentaStor5: add steps for sharing over NFS,"To use NexentaStor5 as a block storage in cinder, the filesystem shouldbe shared over NFS and an ACL shouild be created before initializingthe driver. These two steps were missing in documentation.backport: mitakaChange-Id: I0b91dbbf4f78130f1ebd7dddb76fc6d72143c882"," 1 file changed, 10 insertions(+), 10 deletions(-)",,doc-1
independent,openstack-ansible-os_almanach,http://github.com/openstack/openstack-ansible-os_almanach/commit/a5ec95f3b23a7747036a80ebb9090c08683a680b,a5ec95f3b23a7747036a80ebb9090c08683a680b,Fix openstackdocstheme settings,"To use openstackdocstheme 1.11.0 properly, this patch fixessome settings according to follow[0].[0]https://docs.openstack.org/openstackdocstheme/latest/Change-Id: If95340f91a4d19363bad904524d967ff65f17bbb"," 3 files changed, 13 insertions(+), 21 deletions(-)",fix,doc-2;build-1
ericsson,mogan,http://github.com/openstack/mogan/commit/c6bdb9c341b6802cd2f7d360ce66d4948bc2aa64,c6bdb9c341b6802cd2f7d360ce66d4948bc2aa64,Transform servergroup.delete notification,Transform server group delete notification to the versionednotification framework.Co-Authored-By: G隆bor Antal <antal@inf.u-szeged.hu>Change-Id: I03890877118a283f9cc22eec2c7456bd2016a6baImplements: bp versioned-notification-transformation-queens," 1 file changed, 3 insertions(+), 1 deletion(-)",feature,code-1
fujitsu,barbican,http://github.com/openstack/barbican/commit/3410ac9c4b6ccad25eec428c7f81cddd57283000,3410ac9c4b6ccad25eec428c7f81cddd57283000,Fix typo,Trivialfix 'metdata' to 'metadata'.Change-Id: I2d7ff9ada22ea561757477e8bb23579cd5a299ee," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,doc-1
fujitsu,designate,http://github.com/openstack/designate/commit/e5cb2569a65e77acc5105522fa3b4d2488b5302a,e5cb2569a65e77acc5105522fa3b4d2488b5302a,Using sys.exit(main()) instead of main(),"TrivialFix: Similar [1] in Kolla projectAs we known, Exceptions are raised by the sys.exit() function. When theyare not handled, no stack traceback is printed in the Python interpreter.Therefore, when using sys.exit(main()) instead of main()may be more readable and reasonable.[1] https://review.openstack.org/#/c/349353/Change-Id: Ied52a7631da82a72f0dcf2fc9ed81840d24041d9"," 5 files changed, 7 insertions(+), 5 deletions(-)",fix,test-1;code-3;deploy-1
99cloud,heat,http://github.com/openstack/heat/commit/cf4acdf6f74bac1df5bdd31fcbebfc820dfd642d,cf4acdf6f74bac1df5bdd31fcbebfc820dfd642d,Remove unused LOG to keep code clean,TrivialFixChange-Id: I2e1985306da45f8f9021122590ffdc8b5d44f476," 2 files changed, 7 deletions(-)",fix;deprecate,test-2
fujitsu,designate,http://github.com/openstack/designate/commit/d20706a2c4ce9192b175b23bbfd1ac39a4a6f637,d20706a2c4ce9192b175b23bbfd1ac39a4a6f637,Remove vim header from source files,trivialfixChange-Id: I530def560b24a321f87eb1dcfbed6ad5d479c7d0," 7 files changed, 11 deletions(-)",fix;deprecate,code-7
fujitsu,horizon,http://github.com/openstack/horizon/commit/21b723ede389cf4f30bbec3c9f8713d7969b709a,21b723ede389cf4f30bbec3c9f8713d7969b709a,Fix typo,TrivialFixChange-Id: I94fba94aea07f697173cceacf55358f04777aa2f," 3 files changed, 3 insertions(+), 3 deletions(-)",fix,test-1;code-2
pnnl,kolla-kubernetes,http://github.com/openstack/kolla-kubernetes/commit/2835128b0c65eed5ae2d180e98162150ca721aa1,2835128b0c65eed5ae2d180e98162150ca721aa1,Fix rabbitmq bootstrap pvc,TrivialFixChange-Id: Ic2cca1a08fee6cef7c0a18631347b48bbb184952," 2 files changed, 3 insertions(+), 1 deletion(-)",fix,deploy-2
tesora,trove-integration,http://github.com/openstack/trove-integration/commit/3bfaed934b27896886833ce2b0d5c10a0ce85b8f,3bfaed934b27896886833ce2b0d5c10a0ce85b8f,"Fix ""trove_volume_size"" test prop type",'trove_volume_size' test property should be an integer.Mongodb and Postgresql test configs define it as a stringcausing the scenario tests to fail on these datastores.Also add a large-disk flavors for datastores that require morespace on the root volume (Vertica).Change-Id: I352580bc4967ba2d7125e26f037ca4bcda31b2b4," 13 files changed, 97 insertions(+), 75 deletions(-)",fix,unknown-1;deploy-12
independent,neutron-fwaas,http://github.com/openstack/neutron-fwaas/commit/208ef2fde122556b338df1fa94c209535e15f04d,208ef2fde122556b338df1fa94c209535e15f04d,Modify tox.ini to run dsvm-functional tests,Tweak tox.ini to run dsvm-functional tests for fwaasto keep the tests running at the gate.Change-Id: I18804a45b2d2ccf5f75ea20256de998c760a053bCloses-Bug: #1548520," 1 file changed, 10 insertions(+), 5 deletions(-)",fix,build-1
red hat,neutron,http://github.com/openstack/neutron/commit/a22c6bdc8286e96454d6c8652a7ee5f832ce0952,a22c6bdc8286e96454d6c8652a7ee5f832ce0952,Log RPC initialization in L3 service plugin and ML2,"Under certain conditions the messaging server may be up butnot responding. In this case the Neutron server will fail to startsilently, making it pretty hard to track down the issue withoutlooking through a lot of code and adding a bunch of random logging.Change-Id: I6a562476f2789386a020db7b21b9349c4c58c30c"," 4 files changed, 4 insertions(+), 3 deletions(-)",fix,code-2
vmware,vmware-nsx,http://github.com/openstack/vmware-nsx/commit/17982a774447a9a5f5ec761b84d8d649447845d7,17982a774447a9a5f5ec761b84d8d649447845d7,NSX|V3: Handle port-not-found during get_ports,"Under stress, a port might be deleted while geting ports list.This patch prevent this port from being at the results, or crashingthe api.Change-Id: Ib6d298a7990556da73277f549580d9c04512518e"," 2 files changed, 32 insertions(+), 3 deletions(-)",,test-1;code-1
easystack,murano,http://github.com/openstack/murano/commit/ddd5f08df62a79039546a8a33dc34e6469fb3e31,ddd5f08df62a79039546a8a33dc34e6469fb3e31,Remove unused config.CONF,unused config.CONF can be removed  to keep code cleaner.Change-Id: I7735441fa002ff31732b32d0dd47ac51c200881c," 3 files changed, 10 deletions(-)",deprecate,test-3
midokura,neutron-vpnaas,http://github.com/openstack/neutron-vpnaas/commit/06c8c0bbf9568dfcd518aacb3f12adcf4b4ef6cb,06c8c0bbf9568dfcd518aacb3f12adcf4b4ef6cb,Update imports (common.config -> conf.common),"Update after the recent refactoring. [1][1] Ib5fa294906549237630f87b9c848eebe0644088c----------------------------------------This commit also includes the following unrelated change topass the gate.Fix a typo in ipsec_site_connection dpd specificationFound by neutron-lib 0.3.0, which has a stricter validationthan previous versions. [2][2] Ia93ff849396c6e2a5a170d7c01629a38e412f037Closes-Bug: #1608314Partial-Bug: #1608346Related-Bug: #1563069Change-Id: I07430e3064d9900db94e6abcd6ab207030bd7c3d"," 2 files changed, 2 insertions(+), 2 deletions(-)",fix;refactor,test-1;code-1
